user_id,person_country,person_age,person_gender,question_id,q_id,question_famous_person,question_bplace_country,question_birthyear,question_deathyear,question_occupation,question_correct_answer,question_hpi,question_gender,question_date,question_time,current_answer,correct_answer_option,question_type,correct,country_comparison,alive_dead,us_sample,person_language_labels,person_number_languages,question_country_firstlanguage,question_country_secondlanguage,person_country_inferred_firstlanguage,person_country_inferred_secondlanguage
fca29946-6da6-4284-83c7-7fb0fba3b8b5,Malaysia,20-29,Women,79,6,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:09:18.077,Physicist,c,medium,1,Different,Dead,Non-Americans,"['English', 'Other']",2.0,German,,Malay,English
fca29946-6da6-4284-83c7-7fb0fba3b8b5,Malaysia,20-29,Women,75,7,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:09:24.300,Athlete,a,medium,0,Different,Dead,Non-Americans,"['English', 'Other']",2.0,English,,Malay,English
fca29946-6da6-4284-83c7-7fb0fba3b8b5,Malaysia,20-29,Women,71,8,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:09:31.599,Karl Landsteiner,b,hard,0,Different,Dead,Non-Americans,"['English', 'Other']",2.0,German,,Malay,English
fca29946-6da6-4284-83c7-7fb0fba3b8b5,Malaysia,20-29,Women,72,9,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:09:35.648,Composer,d,medium,1,Different,Dead,Non-Americans,"['English', 'Other']",2.0,French,,Malay,English
fca29946-6da6-4284-83c7-7fb0fba3b8b5,Malaysia,20-29,Women,76,10,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:09:40.530,Painter,a,medium,1,Different,Dead,Non-Americans,"['English', 'Other']",2.0,Italian,,Malay,English
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,78,1,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:10:09.137,Writer,d,medium,1,Different,Dead,Non-Americans,['English'],1.0,Ukrainian,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,75,2,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:10:16.089,Economist,d,medium,1,Different,Dead,Non-Americans,['English'],1.0,English,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,79,3,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:10:23.603,Physicist,c,medium,1,Different,Dead,Non-Americans,['English'],1.0,German,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,73,4,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:10:34.296,Fyodor Dostoevsky,b,hard,0,Different,Dead,Non-Americans,['English'],1.0,Russian,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,72,5,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:10:44.788,Geographer,b,medium,0,Different,Dead,Non-Americans,['English'],1.0,French,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,77,6,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:10:48.003,Japan,c,easy,1,Different,Alive,Non-Americans,['English'],1.0,Japanese,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,74,7,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:10:51.209,Spain,d,easy,1,Different,Dead,Non-Americans,['English'],1.0,Spanish,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,76,8,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:10:59.936,Architect,c,medium,0,Different,Dead,Non-Americans,['English'],1.0,Italian,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,71,9,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:11:12.677,Peter Drucker,b,hard,0,Different,Dead,Non-Americans,['English'],1.0,German,,Norwegian,
2b1e4ebf-8416-4c5c-8a23-aed39bc170e5,Norway,30-39,Men,70,10,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:11:26.173,Friedrich Fröbel,c,hard,1,Different,Dead,Non-Americans,['English'],1.0,German,,Norwegian,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,72,1,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:12:55.897,Geographer,c,medium,0,,Dead,,,,French,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,70,2,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:13:01.754,Walter Gropius,c,hard,0,,Dead,,,,German,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,76,3,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:13:05.293,Social activist,b,medium,0,,Dead,,,,Italian,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,78,4,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:13:07.690,Writer,b,medium,1,,Dead,,,,Ukrainian,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,73,5,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:13:11.773,Vladimir Nabokov,b,hard,0,,Dead,,,,Russian,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,77,6,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:13:15.382,Japan,c,easy,1,,Alive,,,,Japanese,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,75,7,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:13:17.872,Athlete,c,medium,0,,Dead,,,,English,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,79,8,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:13:22.067,Mathematician,b,medium,0,,Dead,,,,German,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,71,9,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:13:25.277,Anton Webern,d,hard,1,,Dead,,,,German,,,
ce86bc35-b586-4af3-8899-eac56b1cde1c,,,,74,10,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:13:29.321,Spain,c,easy,1,,Dead,,,,Spanish,,,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,70,1,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:13:59.136,Walter Gropius,d,hard,0,,Dead,,,,German,,,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,75,2,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:14:04.950,Economist,d,medium,1,,Dead,,,,English,,,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,72,3,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:14:10.696,Composer,c,medium,1,,Dead,,,,French,,,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,71,4,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:14:15.661,Karl Landsteiner,a,hard,0,,Dead,,,,German,,,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,77,5,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:14:21.753,Japan,d,easy,1,,Alive,,,,Japanese,,,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,73,1,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:14:24.863,Alexander Pushkin,a,hard,1,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,Russian,,English,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,73,6,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:14:26.793,Vladimir Nabokov,a,hard,0,,Dead,,,,Russian,,,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,77,2,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:14:28.793,Japan,d,easy,1,Different,Alive,Americans,"['English', 'French', 'Hindi']",3.0,Japanese,,English,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,76,3,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:14:32.119,Architect,b,medium,0,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,Italian,,English,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,79,7,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:14:34.546,Physicist,a,medium,1,,Dead,,,,German,,,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,70,4,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:14:35.521,Friedrich Fröbel,b,hard,1,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,German,,English,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,79,5,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:14:39.023,Physicist,c,medium,1,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,German,,English,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,76,8,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:14:39.780,Architect,b,medium,0,,Dead,,,,Italian,,,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,74,6,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:14:41.902,Czechia,d,easy,0,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,Spanish,,English,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,78,7,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:14:44.248,Chess player,a,medium,0,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,Ukrainian,,English,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,78,9,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:14:44.914,Chess player,c,medium,0,,Dead,,,,Ukrainian,,,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,71,8,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:14:47.892,Karl Landsteiner,d,hard,0,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,German,,English,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,75,9,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:14:51.108,Economist,d,medium,1,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,English,,English,
9e78ceb1-81c1-44d5-8d11-10788e74e933,,,,74,10,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:14:51.154,Spain,a,easy,1,,Dead,,,,Spanish,,,
26eea929-1e37-4c3e-9062-788aa9586f49,United States,20-29,Men,72,10,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:14:54.749,Racing driver,c,medium,0,Different,Dead,Americans,"['English', 'French', 'Hindi']",3.0,French,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,79,1,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:16:47.921,Physicist,a,medium,1,Different,Dead,Americans,['English'],1.0,German,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,75,2,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:16:51.753,Economist,b,medium,1,Different,Dead,Americans,['English'],1.0,English,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,73,3,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:17:05.079,Vladimir Nabokov,a,hard,0,Different,Dead,Americans,['English'],1.0,Russian,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,72,4,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:17:08.239,Composer,b,medium,1,Different,Dead,Americans,['English'],1.0,French,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,77,5,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:17:10.698,Japan,b,easy,1,Different,Alive,Americans,['English'],1.0,Japanese,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,70,6,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:17:25.132,Friedrich Fröbel,b,hard,1,Different,Dead,Americans,['English'],1.0,German,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,74,7,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:17:33.005,Spain,d,easy,1,Different,Dead,Americans,['English'],1.0,Spanish,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,76,8,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:17:38.004,Architect,d,medium,0,Different,Dead,Americans,['English'],1.0,Italian,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,71,9,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:17:45.321,Peter Drucker,d,hard,0,Different,Dead,Americans,['English'],1.0,German,,English,
35f9b23f-b572-4a3c-96da-a46f2ac527f7,United States,20-29,Men,78,10,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:17:49.222,Chess player,d,medium,0,Different,Dead,Americans,['English'],1.0,Ukrainian,,English,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,78,1,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:18:05.943,Writer,d,medium,1,,Dead,,,,Ukrainian,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,72,2,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:18:09.076,Racing driver,d,medium,0,,Dead,,,,French,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,70,3,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:18:14.959,Hannah Arendt,a,hard,0,,Dead,,,,German,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,75,4,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:18:18.568,Economist,c,medium,1,,Dead,,,,English,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,79,5,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:18:21.333,Physicist,d,medium,1,,Dead,,,,German,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,74,6,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:18:23.392,Kyrgyzstan,b,easy,0,,Dead,,,,Spanish,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,71,7,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:18:27.190,Peter Drucker,a,hard,0,,Dead,,,,German,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,73,8,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:18:30.104,E. T. A. Hoffmann,b,hard,0,,Dead,,,,Russian,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,77,9,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:18:34.282,Japan,c,easy,1,,Alive,,,,Japanese,,,
cd591595-529b-4a0f-a011-7ee3b551c498,,,,76,10,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:18:36.321,Painter,c,medium,1,,Dead,,,,Italian,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,70,1,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:20:12.506,Hermann von Helmholtz,a,hard,0,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,German,,Spanish,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,73,1,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:20:13.794,Fyodor Dostoevsky,a,hard,0,,Dead,,,,Russian,,,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,70,1,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:20:19.016,Friedrich Fröbel,b,hard,1,,Dead,,,,German,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,79,2,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:20:19.675,Physicist,b,medium,1,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,German,,Spanish,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,79,2,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:20:23.796,Physicist,d,medium,1,,Dead,,,,German,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,71,3,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:20:26.655,Anton Webern,d,hard,1,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,German,,Spanish,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,76,2,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:20:30.351, ,a,medium,0,,Dead,,,,Italian,,,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,77,3,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:20:30.886,Bangladesh,d,easy,0,,Alive,,,,Japanese,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,76,4,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:20:34.414,Architect,c,medium,0,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,Italian,,Spanish,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,76,4,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:20:36.387,Painter,b,medium,1,,Dead,,,,Italian,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,72,5,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:20:39.874,Geographer,a,medium,0,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,French,,Spanish,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,75,3,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:20:40.550,Engineer,d,medium,0,,Dead,,,,English,,,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,74,5,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:20:42.578,Czechia,a,easy,0,,Dead,,,,Spanish,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,77,6,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:20:44.361,Japan,c,easy,1,Different,Alive,Non-Americans,"['English', 'Spanish', 'French']",3.0,Japanese,,Spanish,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,74,7,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:20:49.107,Spain,a,easy,1,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,Spanish,,Spanish,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,73,6,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:20:50.948,Vladimir Nabokov,d,hard,0,,Dead,,,,Russian,,,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,72,4,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:20:51.515,Composer,a,medium,1,,Dead,,,,French,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,78,8,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:20:55.334,Chess player,b,medium,0,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,Ukrainian,,Spanish,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,71,7,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:20:57.753,Karl Landsteiner,c,hard,0,,Dead,,,,German,,,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,78,8,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:21:02.805,Chess player,d,medium,0,,Dead,,,,Ukrainian,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,73,9,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:21:03.129,Fyodor Dostoevsky,c,hard,0,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,Russian,,Spanish,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,72,9,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:21:05.419,Composer,b,medium,1,,Dead,,,,French,,,
49d71dcf-f172-4434-b428-f6c8bbec8270,,,,75,10,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:21:08.972,Economist,a,medium,1,,Dead,,,,English,,,
f9269975-3c74-48a7-93d4-5c4e6a538a6e,Chile,40-49,Men,75,10,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:21:09.726,Psychologist,d,medium,0,Different,Dead,Non-Americans,"['English', 'Spanish', 'French']",3.0,English,,Spanish,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,74,6,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:21:15.324,Czechia,c,easy,0,,Dead,,,,Spanish,,,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,71,7,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:21:24.300,Anton Webern,d,hard,1,,Dead,,,,German,,,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,77,8,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:21:32.403,Japan,a,easy,1,,Alive,,,,Japanese,,,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,70,9,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:21:41.518,Friedrich Fröbel,c,hard,1,,Dead,,,,German,,,
fa0f6291-4ed6-4257-b04e-7f8f8a18c153,,,,78,10,Mikhail Bulgakov,Ukraine,1891.0,1940.0,writer,writer,80.45447187044657,M,2022-11-21,18:21:46.161,Writer,d,medium,1,,Dead,,,,Ukrainian,,,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,71,1,Anton Webern,Austria,1883.0,1945.0,composer,Anton Webern,78.70904279387739,M,2022-11-21,18:24:06.344,Karl Landsteiner,d,hard,0,Different,Dead,Non-Americans,['English'],1.0,German,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,79,2,Albert Einstein,Germany,1879.0,1955.0,physicist,physicist,94.79355039217693,M,2022-11-21,18:24:09.396,Physicist,d,medium,1,Different,Dead,Non-Americans,['English'],1.0,German,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,74,3,Joan Miró,Spain,1893.0,1983.0,painter,Spain,83.17006780751781,M,2022-11-21,18:24:13.029,Spain,d,easy,1,Different,Dead,Non-Americans,['English'],1.0,Spanish,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,75,4,David Ricardo,United Kingdom,1772.0,1823.0,economist,economist,83.22979398130046,M,2022-11-21,18:24:16.004,Economist,a,medium,1,Different,Dead,Non-Americans,['English'],1.0,English,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,77,5,Haruki Murakami,Japan,1949.0,,writer,Japan,80.68631169146876,M,2022-11-21,18:24:20.144,Japan,c,easy,1,Different,Alive,Non-Americans,['English'],1.0,Japanese,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,70,6,Friedrich Fröbel,Germany,1782.0,1852.0,philosopher,Friedrich Fröbel,80.47762825718002,M,2022-11-21,18:24:26.282,Friedrich Fröbel,b,hard,1,Different,Dead,Non-Americans,['English'],1.0,German,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,73,7,Alexander Pushkin,Russia,1799.0,1837.0,writer,Alexander Pushkin,87.85740449145293,M,2022-11-21,18:24:31.372,Alexander Pushkin,a,hard,1,Different,Dead,Non-Americans,['English'],1.0,Russian,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,72,8,Charles Gounod,France,1818.0,1893.0,composer,composer,78.59636174602082,M,2022-11-21,18:24:36.920,Composer,a,medium,1,Different,Dead,Non-Americans,['English'],1.0,French,,Hausa,
96cc9600-51a1-46d7-b040-8fec350720d4,Nigeria,30-39,Men,76,9,Andrea del Verrocchio,Italy,1435.0,1488.0,painter,painter,81.94607032754696,M,2022-11-21,18:24:40.313,Painter,a,medium,1,Different,Dead,Non-Americans,['English'],1.0,Italian,,Hausa,
